p_det
455
482
435
464
459
500
442
480
470
468
497
435
473
460
482
460
474
454
452
458
486
455
467
479
456
470
454
467
450
468
438
491
450
481
444
464
455
476
440
493
482
443
468
483
478
453
488
454
473
455
483
454
472
446
472
488
457
472
443
464
446
484
433
461
466
473
471
470
448
482
456
478
483
449
483
451
479
441
492
465
466
447
480
451
486
451
500
492
467
458
454
479
445
485
462
486
459
475
449
475
473
468
446
483
466
442
477
448
463
458
477
454
463
480
487
455
492
455
470
493
471
473
477
474
456
467
457
484
445
491
455
481
469
488
452
494
455
457
472
473
476
470
483
459
482
456
477
437
475
479
459
483
456
490
441
479
456
462
424
466
441
465
448
455
457
474
452
459
494
454
487
457
499
457
469
451
475
465
486
454
488
436
491
458
456
509
456
474
433
479
467
482
469
494
443
464
450
465
453
475
463
450
456
456
472
455
471
431
479
456
485
445
463
457
481
478
466
494
440
480
467
477
460
482
456
491
462
484
429
474
441
488
474
468
479
456
471
467
480
456
496
468
492
464
485
448
465
478
469
475
453
488
472
465
441
479
429
487
453
460
454
464
469
488
486
450
481
473
496
428
466
456
476
449
509
452
493
457
493
471
457
466
448
478
456
464
442
477
470
477
446
473
451
481
457
470
469
467
482
460
474
458
479
450
476
453
466
478
479
465
480
485
461
478
447
481
451
463
455
479
475
481
435
477
441
490
462
484
477
446
498
461
476
459
478
456
468
461
490
460
488
453
471
485
463
488
468
456
457
490
466
476
438
489
472
497
444
479
470
468
478
448
496
450
473
467
504
463
471
442
478
450
457
449
462
473
452
469
453
495
457
477
466
491
455
496
451
491
450
485
463
468
481
456
478
464
478
447
471
452
478
449
488
475
468
461
451
466
457
483
454
490
438
478
447
460
447
482
457
459
440
474
449
475
483
434
480
442
483
437
472
432
496
456
468
450
498
455
470
476
443
474
470
479
445
482
445
479
451
461
472
479
466
452
462
491
466
462
476
453
474
464
465
452
473
456
493
466
470
447
478
459
456
474
460
461
460
461
440
486
450
486
447
459
477
475
451
478
492
439
475
441
478
469
458
450
494
444
460
436
471
448
475
467
455
481
464
507
451
461
465
490
437
467
461
470
447
466
468
477
486
462
474
429
490
437
464
454
491
462
460
465
495
456
483
464
460
481
472
473
468
497
419
475
465
479
454
486
460
467
452
464
485
461
470
439
471
438
474
468
480
452
463
446
484
447
482
473
455
461
458
478
457
471
458
460
452
489
467
489
436
464
458
471
483
451
467
445
476
453
459
470
474
473
467
459
479
466
471
487
451
482
447
481
463
455
446
478
433
471
458
471
447
499
458
466
475
467
489
485
482
472
480
441
490
437
457
441
476
455
478
493
450
486
443
481
462
501
455
492
455
486
455
468
450
474
447
480
477
470
482
444
479
458
478
427
480
454
497
444
459
448
487
481
464
488
457
477
446
476
436
493
467
481
424
467
459
458
442
491
486
479
468
456
478
449
484
449
472
457
467
435
482
453
468
485
460
450
469
468
456
464
460
473
454
472
449
486
451
493
448
460
478
448
483
445
484
450
459
448
481
456
503
459
489
463
473
477
458
486
464
492
453
487
443
467
439
474
451
472
441
462
458
498
486
445
466
439
478
421
479
448
496
468
484
446
466
472
476
485
441
475
462
478
473
478
447
489
454
481
444
490
441
472
468
496
490
463
457
462
475
448
496
454
474
469
463
454
486
472
453
497
451
502
440
482
450
469
476
479
442
485
450
500
454
498
461
487
459
457
480
468
478
460
473
462
469
461
473
448
473
449
485
506
454
486
459
466
448
490
447
472
441
483
448
482
456
455
448
481
485
467
489
489
488
449
473
454
465
464
478
468
475
446
475
485
457
483
462
451
442
475
442
453
448
454
468
492
450
497
458
476
483
455
482
460
476
463
473
447
476
447
467
433
488
456
468
486
457
470
450
474
463
476
447
499
443
462
454
477
447
467
434
475
462
465
468
449
481
453
483
454
467
462
492
453
461
429
470
448
454
475
451
481
447
457
454
476
442
476
472
477
453
479
450
475
485
436
473
461
482
448
492
457
470
469
477
447
483
449
489
482
432
472
456
472
451
490
444
478
461
465
457
470
454
473
458
452
474
441
487
447
467
444
479
450
472
465
486
446
482
459
492
485
458
474
452
481
460
469
468
491
449
462
445
474
469
487
454
479
479
449
476
448
477
479
482
454
481
463
494
455
457
440
494
480
455
497
455
474
445
477
459
480
469
480
462
460
442
518
447
489
479
458
482
452
483
463
464
442
463
451
483
440
477
455
498
476
463
477
445
481
468
486
441
486
456
456
455
481
455
476
459
478
488
457
473
452
474
435
488
459
481
458
482
448
481
462
493
478
466
477
458
480
453
477
476
471
451
471
445
479
447
457
465
470
466
451
471
433
486
427
467
433
471
447
493
453
490
472
465
495
462
491
461
469
458
470
471
488
454
470
456
481
460
473
461
478
473
465
487
447
471
472
452
459
504
437
488
448
498
430
472
477
445
479
471
485
436
462
457
485
449
473
459
470
456
472
453
486
488
460
492
450
458
460
477
453
469
456
459
465
490
438
498
460
461
465
438
495
459
455
460
484
453
462
458
489
464
492
448
494
461
476
477
449
481
443
451
478
477
459
488
459
481
454
478
484
451
472
470
460
451
474
435
473
461
473
439
503
456
459
463
476
471
456
477
443
464
449
467
435
468
453
495
466
470
446
474
478
449
462
425
483
462
466
451
489
458
464
453
469
462
499
439
483
470
458
453
447
482
459
478
453
487
465
497
455
466
434
462
476
445
478
465
475
454
477
445
490
448
492
439
460
447
477
455
480
491
449
485
454
478
451
440
441
471
432
480
431
470
432
471
480
450
459
452
469
449
469
439
481
460
490
460
480
466
480
457
473
492
460
472
467
483
464
483
440
483
441
462
459
471
457
483
480
438
498
436
466
454
475
449
467
465
463
454
484
443
484
452
467
478
430
495
477
481
454
474
472
473
458
480
460
497
460
470
468
457
484
459
462
437
462
453
462
468
477
449
470
467
468
456
472
465
455
470
452
498
458
487
484
473
440
471
463
457
447
474
502
445
468
446
471
442
464
450
468
456
464
459
455
463
461
449
476
462
459
470
453
484
453
466
450
472
432
467
436
500
443
480
474
450
468
427
469
438
492
459
486
462
473
454
462
442
481
447
476
471
451
476
467
488
442
480
429
478
440
466
457
479
454
473
467
473
474
451
464
441
469
449
499
438
480
462
469
446
