p_det
463
488
471
472
452
478
480
490
486
466
497
468
476
455
498
464
476
464
484
466
480
447
482
484
475
498
450
483
462
482
458
481
456
490
462
474
456
499
442
498
469
471
496
446
480
477
477
481
476
474
466
464
498
473
484
500
457
493
460
481
449
481
450
491
463
481
455
489
464
466
458
479
472
459
479
449
493
454
484
472
499
470
483
470
479
479
482
502
441
488
473
503
461
475
458
506
456
479
453
505
458
483
462
508
490
467
475
478
485
434
476
452
483
464
475
448
500
459
490
491
459
499
451
494
456
495
480
496
457
494
482
483
454
497
462
481
488
443
486
443
476
460
489
458
484
479
479
453
495
463
486
491
472
458
472
498
473
468
456
481
464
496
471
483
477
498
475
475
492
476
489
459
485
477
490
456
488
455
487
464
493
490
491
483
452
484
458
506
458
500
458
493
463
490
472
485
437
490
451
497
481
467
497
477
487
461
478
462
475
462
489
464
487
473
493
476
439
498
477
485
466
501
478
479
459
470
460
466
478
499
452
497
494
469
467
477
497
472
494
469
488
454
510
470
505
475
484
488
460
497
448
478
463
503
470
509
451
483
453
490
464
476
458
459
487
452
493
472
476
448
490
478
483
470
494
449
497
476
495
490
460
493
452
470
456
496
446
495
473
498
448
496
451
491
461
477
502
452
488
457
490
450
462
468
488
458
479
457
476
469
481
487
455
495
466
482
469
497
467
489
463
471
463
494
442
478
473
486
497
480
496
464
508
456
500
465
490
474
482
455
498
460
481
486
474
488
457
483
452
473
471
497
465
478
452
486
476
492
464
471
491
453
478
480
491
455
490
455
474
447
500
464
462
452
479
468
456
480
458
500
458
478
474
475
457
483
462
476
470
482
456
507
490
462
499
468
491
470
481
458
475
462
478
470
490
461
481
497
453
493
455
495
448
482
464
484
458
482
474
489
457
462
473
497
473
465
486
450
490
467
506
454
493
472
483
472
484
457
488
488
437
486
446
467
470
480
452
482
456
477
480
492
447
483
454
468
490
453
499
468
469
452
501
444
486
480
467
474
500
443
484
488
461
481
460
489
479
491
481
499
476
483
468
492
457
509
459
497
516
442
497
477
487
476
484
462
499
451
479
460
481
456
502
482
437
488
472
499
470
493
463
475
459
494
462
498
447
490
461
479
488
453
480
459
483
458
485
454
478
448
494
471
480
458
486
492
449
494
472
499
469
499
459
497
464
501
470
483
473
491
455
497
482
461
484
438
485
458
484
465
489
458
488
466
485
457
496
491
465
492
451
490
456
493
470
498
457
477
456
497
451
481
463
503
478
438
484
455
508
480
506
467
494
449
470
462
469
461
487
487
473
483
459
480
452
497
458
501
468
497
444
502
459
484
446
486
482
482
476
468
486
461
476
469
473
463
486
466
493
466
499
483
460
472
474
475
464
480
474
480
459
501
448
485
466
476
481
496
479
465
485
477
503
455
473
453
491
457
485
445
493
467
477
481
458
480
454
493
466
486
459
490
450
489
457
481
461
484
451
483
488
463
493
465
490
461
501
447
483
458
481
451
471
468
495
489
466
479
473
473
474
494
438
500
448
469
458
486
460
490
476
492
505
470
480
463
483
472
480
441
468
464
489
450
491
461
481
478
472
496
457
483
454
483
455
476
456
479
474
487
469
489
475
498
508
457
482
482
504
449
486
459
476
476
478
452
478
483
478
503
465
493
455
476
460
480
452
471
469
485
449
483
456
494
467
478
496
484
491
425
487
478
487
479
514
481
496
444
507
460
473
490
468
473
485
486
465
481
458
493
477
492
470
490
454
467
461
491
493
468
484
468
491
452
497
452
481
450
484
463
462
472
505
470
468
482
459
489
459
492
463
494
452
489
471
475
447
505
471
483
484
466
503
470
501
476
479
464
493
471
491
444
478
466
464
486
458
506
453
481
437
500
475
485
460
508
468
483
454
504
463
486
497
471
505
457
484
437
476
468
492
472
483
446
489
461
472
485
451
475
439
493
470
478
452
480
448
489
465
480
465
488
459
484
476
454
491
452
484
472
489
469
488
474
500
456
504
455
481
493
450
484
474
489
472
496
449
486
455
487
451
497
469
492
451
483
478
439
476
455
463
456
492
444
