p_det
445
467
435
470
440
483
459
470
481
442
475
446
490
460
469
453
470
462
489
444
466
460
481
472
454
480
443
486
442
462
445
452
486
474
463
469
433
471
460
483
463
435
474
437
473
448
460
446
473
454
469
452
472
430
474
475
455
475
454
463
463
463
440
478
431
478
443
449
426
467
442
456
473
453
488
467
479
435
487
466
480
466
488
441
481
439
471
460
474
462
431
468
456
462
459
482
451
490
449
472
455
467
436
484
485
429
460
463
480
452
466
462
459
458
478
457
451
442
474
447
442
460
450
470
446
480
431
454
454
482
434
497
448
450
446
474
463
457
489
445
480
445
473
452
491
466
470
437
477
463
443
440
450
471
455
479
454
459
439
484
437
472
437
478
451
483
457
453
481
438
472
449
455
437
473
462
486
423
480
442
470
448
476
474
459
463
441
491
436
476
457
480
421
495
437
471
456
461
436
487
481
467
483
448
474
447
472
464
494
428
452
449
472
441
484
474
451
477
452
457
445
472
413
476
445
488
441
462
438
481
459
462
485
442
482
459
476
437
482
462
456
452
462
443
477
458
488
470
446
457
451
472
448
465
461
490
448
470
440
493
443
480
462
468
466
449
481
454
491
438
475
428
457
444
481
457
479
462
478
495
472
479
467
478
443
478
432
479
452
467
451
478
444
475
452
469
497
442
470
460
479
461
464
438
475
454
454
472
464
453
452
486
445
471
451
454
467
459
456
480
451
471
458
474
454
475
426
451
479
440
456
449
465
446
489
469
472
416
470
448
465
443
473
473
441
480
459
484
441
475
453
472
452
486
428
470
450
481
445
485
469
447
470
475
457
472
473
453
481
434
454
438
459
453
488
487
451
474
440
483
459
458
444
465
454
484
451
479
447
465
459
472
481
453
480
456
504
465
484
452
467
451
465
450
460
442
482
482
460
471
446
467
430
482
431
467
454
473
438
483
456
482
457
489
459
428
497
441
464
448
461
448
470
449
495
459
466
451
478
472
441
481
451
481
471
468
446
463
449
465
459
480
461
465
443
476
465
449
472
439
465
469
481
439
468
458
486
462
485
447
467
498
457
483
454
466
468
480
447
483
449
497
461
493
445
469
448
492
468
445
477
438
481
471
464
444
486
451
476
434
484
439
474
468
444
493
456
485
450
479
465
462
447
494
447
456
438
457
453
469
451
452
463
443
469
469
471
445
472
438
490
435
478
448
450
482
469
468
439
467
446
482
437
462
458
480
438
452
453
481
447
497
482
443
470
439
